,WKT,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,ENDO,COAST,ORDER,SORT,PFAF_1,PFAF_2,PFAF_3,PFAF_4,PFAF_5,PFAF_6,PFAF_7,PFAF_8,PFAF_9,PFAF_10,PFAF_11,PFAF_12
52,"MULTIPOLYGON (((6.8375 51.2583333333334,6.8186228434245 51.2589006212023,6.81054382324221 51.2660993787978,6.8061228434245 51.2672339545356,6.80221048990888 51.2702660454644,6.78839959038631 51.2714945475261,6.78660312228735 51.2784947713216,6.77406277126738 51.2797339545356,6.76471048990888 51.2714006212023,6.7575866699219 51.2702660454644,6.75221048990888 51.2744327121311,6.74778951009117 51.275567287869,6.74387715657554 51.2785993787978,6.7311228434245 51.2797339545356,6.72565595838761 51.2842931111654,6.725 51.2916666666667,6.72613711886938 51.2960979885525,6.73125 51.2921354505751,6.73528951009117 51.2952660454644,6.74387715657554 51.2964006212023,6.74778951009117 51.2994327121311,6.76054382324221 51.300567287869,6.76445617675783 51.3035993787978,6.77721048990888 51.3047339545356,6.7811228434245 51.3077660454644,6.78824666341148 51.3089006212023,6.7936228434245 51.3047339545356,6.7968214246962 51.3035993787978,6.81159651014542 51.3173124525282,6.8125 51.3208333333334,6.84825778537329 51.3204800075955,6.85245361328127 51.3163133409289,6.86075778537329 51.3170199924045,6.86424221462676 51.3204800075955,6.87325778537329 51.3211866590712,6.87674221462676 51.3246466742622,6.88159111870662 51.3253533257379,6.89374932183162 51.3374862670899,6.89757554796009 51.3336866590712,6.90416666666669 51.3333333333334,6.90493910047745 51.3300530327691,6.90933261447485 51.3286846584744,6.91572604709204 51.3338628133138,6.92308146158856 51.3328038533529,6.92691853841148 51.3296961466472,6.93558146158857 51.3286371866862,6.93941853841148 51.3255294799805,6.95224812825523 51.3244705200196,6.95625 51.3212292141385,6.96025187174481 51.3244705200196,6.97308146158857 51.3255294799805,6.97822604709204 51.3296961466472,6.98558146158857 51.3286371866862,6.99072604709204 51.3244705200196,6.9939147949219 51.3255294799805,6.99775187174482 51.3286371866862,7.01474812825523 51.3296961466472,7.0198927137587 51.3338628133138,7.02724812825523 51.3328038533529,7.03239271375871 51.3286371866862,7.03558146158857 51.3296961466472,7.03941853841148 51.3328038533529,7.05416666666669 51.3333333333334,7.057709757487 51.3324240790473,7.05833333333336 51.3208333333334,7.05918409559464 51.3175175984701,7.06604309082034 51.3157574123807,7.06666666666669 51.3041666666667,7.06581590440541 51.3008509318034,7.05899454752607 51.2991004096137,7.05767754448787 51.2842931111654,7.05221048990888 51.2797339545356,7.0436228434245 51.2785993787978,7.03971048990888 51.275567287869,6.97278951009117 51.2744327121311,6.96887715657554 51.2714006212023,6.96445617675784 51.2702660454644,6.96054382324221 51.2672339545356,6.95501742892797 51.2658157348633,6.95295172797311 51.2577660454644,6.91445617675784 51.2589006212023,6.91054382324221 51.2619327121311,6.8811228434245 51.2630672878689,6.871770562066 51.2714006212023,6.8686228434245 51.2702660454644,6.86471048990888 51.2672339545356,6.85195617675783 51.2660993787978,6.84804382324221 51.2630672878689,6.83838738335506 51.2617914835612,6.8375 51.2583333333334)))",2000396810,2001120530,2000023010,2000023010,282.3,282.3,133.4,133.6,0,0,2,33031,2,23,232,2326,23261,232610,2326105,23261050,232610500,2326105002,23261050020,232610500200
54,"MULTIPOLYGON (((6.625 51.1458333333334,6.6243119981554 51.1575237698025,6.61450653076174 51.1589509752062,6.60926479763457 51.1627799140083,6.60771569146052 51.171302456326,6.61188235812719 51.1770065307617,6.61311764187285 51.1854934692383,6.61610514322919 51.1895833333334,6.61311764187285 51.1936731974284,6.61188235812719 51.2104934692383,6.60895097520618 51.2145065307617,6.60771569146052 51.2254691229926,6.61261393229169 51.2321745130751,6.62019839816625 51.2343431260851,6.62083333333335 51.2708333333334,6.62304382324221 51.2714006212023,6.63540530734594 51.2828735351563,6.64092000325523 51.2785993787978,6.65327029758032 51.2798404269749,6.65473395453561 51.2855438232422,6.65776604546443 51.2894561767578,6.65918426513674 51.29498240153,6.6658157348633 51.2966842651367,6.66756625705297 51.303505452474,6.68137715657554 51.3047339545356,6.68675333658856 51.3089006212023,6.70317314995662 51.3076953464085,6.71609937879776 51.2938771565755,6.71666666666669 51.2916666666667,6.72083333333335 51.2916666666667,6.725 51.2916666666667,6.72565595838761 51.2842931111654,6.7311228434245 51.2797339545356,6.74387715657554 51.2785993787978,6.74778951009117 51.275567287869,6.75221048990888 51.2744327121311,6.7575866699219 51.2702660454644,6.76471048990888 51.2714006212023,6.77406277126738 51.2797339545356,6.78660312228735 51.2784947713216,6.78839959038631 51.2714945475261,6.80221048990888 51.2702660454644,6.8061228434245 51.2672339545356,6.81054382324221 51.2660993787978,6.8186228434245 51.2589006212023,6.8375 51.2583333333334,6.83714531792537 51.2517152574328,6.82325778537329 51.2378533257379,6.81840888129343 51.2371466742622,6.81075778537329 51.2295199924045,6.80174221462676 51.2288133409288,6.79825778537329 51.2253533257379,6.79340888129343 51.2246466742622,6.78921288384334 51.2204800075955,6.77257554796009 51.2211866590712,6.76909111870662 51.2246466742622,6.7625 51.225,6.7625 51.2291666666667,6.76028951009117 51.2297339545356,6.75637715657554 51.2327660454644,6.75195617675783 51.2339006212023,6.74804382324221 51.2369327121311,6.7311228434245 51.238067287869,6.72708333333336 51.2411978827583,6.72304382324221 51.238067287869,6.7186228434245 51.2369327121311,6.71054382324221 51.2297339545356,6.70342000325523 51.2285993787978,6.69804382324221 51.2327660454644,6.69288160536026 51.2339006212023,6.6908157348633 51.2258509318034,6.68418426513674 51.2241490681966,6.68276604546443 51.2186228434245,6.67877078586157 51.2134677463108,6.67168426513674 51.2116490681966,6.67083333333335 51.2083333333334,6.66445617675783 51.2077660454644,6.65900183783639 51.2032174004449,6.65776604546443 51.1909200032552,6.6619327121311 51.1855438232422,6.66306728786894 51.1782294379341,6.6535837809245 51.167586432563,6.64778951009117 51.1660993787978,6.63841976589629 51.1577504475912,6.63664906819664 51.1508507622613,6.6311228434245 51.1494327121311,6.62721048990888 51.1464006212023,6.625 51.1458333333334)))",2000396940,2001120530,2000023010,2000023010,282.5,282.5,116.0,147581.5,0,0,1,33033,2,23,232,2326,23261,232610,2326105,23261050,232610500,2326105003,23261050030,232610500300
60,"MULTIPOLYGON (((6.82916666666669 51.1833333333334,6.82674221462676 51.1836866590712,6.82325778537329 51.1871466742622,6.81840888129343 51.1878533257379,6.81492445203995 51.1913133409289,6.81007554796009 51.1920199924045,6.80659111870662 51.1954800075955,6.80174221462676 51.1961866590712,6.79825778537329 51.1996466742622,6.78995378282337 51.2003533257379,6.78541666666669 51.195847913954,6.78159111870662 51.1996466742622,6.76666666666669 51.2,6.76609937879777 51.2022104899089,6.7619327121311 51.2075866699219,6.76323869493275 51.2157869127062,6.76666666666669 51.2166666666667,6.76631334092884 51.2190911187066,6.76285332573787 51.2225755479601,6.7625 51.225,6.76909111870662 51.2246466742622,6.77257554796009 51.2211866590712,6.78921288384334 51.2204800075955,6.79340888129343 51.2246466742622,6.79825778537329 51.2253533257379,6.80174221462676 51.2288133409288,6.81075778537329 51.2295199924045,6.81840888129343 51.2371466742622,6.82325778537329 51.2378533257379,6.83714531792537 51.2517152574328,6.8375 51.2583333333334,6.83838738335506 51.2617914835612,6.84804382324221 51.2630672878689,6.85195617675783 51.2660993787978,6.86471048990888 51.2672339545356,6.8686228434245 51.2702660454644,6.871770562066 51.2714006212023,6.8811228434245 51.2630672878689,6.91054382324221 51.2619327121311,6.91445617675784 51.2589006212023,6.95295172797311 51.2577660454644,6.95501742892797 51.2658157348633,6.96054382324221 51.2672339545356,6.96445617675784 51.2702660454644,6.96887715657554 51.2714006212023,6.97278951009117 51.2744327121311,7.03971048990888 51.275567287869,7.0436228434245 51.2785993787978,7.05221048990888 51.2797339545356,7.05767754448787 51.2842931111654,7.05899454752607 51.2991004096137,7.06581590440541 51.3008509318034,7.06666666666669 51.3041666666667,7.06909111870662 51.3038133409288,7.07674221462676 51.2961866590712,7.08575778537329 51.2954800075955,7.08924221462676 51.2920199924045,7.10659111870662 51.2913133409289,7.11424221462676 51.2836866590712,7.11666666666669 51.2833333333334,7.11581590440541 51.2800175984701,7.1125 51.2791666666667,7.11174350314673 51.2759541829427,7.10224812825523 51.2671961466472,7.09775187174482 51.2661371866862,7.08858303493926 51.2578038533529,7.08525187174482 51.2588628133138,7.08010728624134 51.2630294799805,7.07564765082468 51.2615485297309,7.07447035047745 51.2519183688694,7.07136298285593 51.2480816311307,7.07030368381079 51.2435850355361,7.06197035047745 51.2344163682726,7.06302964952259 51.2310850355361,7.06613701714412 51.2272482977973,7.06666666666669 51.2166666666667,7.06028951009117 51.2160993787978,7.05637715657554 51.213067287869,7.04778951009117 51.2119327121311,7.03450453016495 51.1996027628581,7.03242933485245 51.2076889038086,7.01592000325523 51.2089006212023,7.01054382324221 51.2047339545356,7.00088738335506 51.2034581502279,6.9994327121311 51.1977895100912,6.9865668402778 51.1840357462565,6.97695617675784 51.1827660454644,6.97304382324221 51.1797339545356,6.96445617675784 51.1785993787978,6.95637715657554 51.1714006212023,6.9436228434245 51.1702660454644,6.93846774631079 51.1662707858616,6.9369327121311 51.1602895100912,6.93241373697919 51.154870944553,6.92278951009117 51.1535993787978,6.91887715657554 51.150567287869,6.9075866699219 51.1494327121311,6.90221048990888 51.1535993787978,6.89668409559464 51.155017428928,6.89526604546443 51.1605438232422,6.89223395453561 51.1644561767578,6.89109937879777 51.1772104899089,6.8871039496528 51.1823655870226,6.8811228434245 51.1839006212023,6.87721048990888 51.1869327121311,6.86175333658856 51.188067287869,6.85637715657554 51.1839006212023,6.82916666666669 51.1833333333334)))",2000398620,2000396940,2000023010,2000023010,292.8,292.8,183.5,183.6,0,0,2,33039,2,23,232,2326,23261,232610,2326105,23261050,232610500,2326105004,23261050040,232610500400
61,"MULTIPOLYGON (((6.67083333333335 51.2083333333334,6.67168426513674 51.2116490681966,6.67877078586157 51.2134677463108,6.68276604546443 51.2186228434245,6.68418426513674 51.2241490681966,6.6908157348633 51.2258509318034,6.69288160536026 51.2339006212023,6.69804382324221 51.2327660454644,6.70342000325523 51.2285993787978,6.71054382324221 51.2297339545356,6.7186228434245 51.2369327121311,6.72304382324221 51.238067287869,6.72708333333336 51.2411978827583,6.7311228434245 51.238067287869,6.74804382324221 51.2369327121311,6.75195617675783 51.2339006212023,6.75637715657554 51.2327660454644,6.76028951009117 51.2297339545356,6.7625 51.2291666666667,6.7625 51.225,6.76285332573787 51.2225755479601,6.76631334092884 51.2190911187066,6.76666666666669 51.2166666666667,6.76323869493275 51.2157869127062,6.7619327121311 51.2075866699219,6.76609937879777 51.2022104899089,6.76666666666669 51.2,6.76028951009117 51.2005672878689,6.75637715657554 51.2035993787978,6.74704827202693 51.2047339545356,6.74526604546443 51.1977895100912,6.74223395453561 51.1938771565755,6.7408157348633 51.1883509318034,6.7375 51.1875,6.73333333333336 51.1875,6.73333333333336 51.1833333333334,6.69778951009117 51.1827660454644,6.69288533528648 51.1789652506511,6.68816511366105 51.1800233629015,6.6869327121311 51.1938771565755,6.68390062120228 51.1977895100912,6.68244594997832 51.2034581502279,6.67172071668839 51.2048751831055,6.67083333333335 51.2083333333334)))",2000398610,2000396940,2000023010,2000023010,293.0,293.0,28.7,147282.0,0,0,1,33040,2,23,232,2326,23261,232610,2326105,23261050,232610500,2326105005,23261050050,232610500500
63,"MULTIPOLYGON (((6.71666666666669 50.9541666666667,6.71445617675783 50.9547339545356,6.70637715657554 50.9619327121311,6.69778951009117 50.963067287869,6.68971048990888 50.9702660454644,6.68005405002172 50.9715416802301,6.67916666666669 50.975,6.67978430853952 50.9813269721137,6.68271569146052 50.985339694553,6.68395097520618 50.9896603054471,6.69104902479386 50.997839694553,6.69246080186634 51.0075391981337,6.70216013590497 51.0089508056641,6.70717451307511 51.0126139322917,6.70895097520618 51.0188269721137,6.71188235812719 51.022839694553,6.71311764187285 51.0271603054471,6.72021569146052 51.035339694553,6.72145097520619 51.0379692925347,6.71728430853952 51.0436730278863,6.71604902479386 51.0504692925347,6.72021569146052 51.0561730278863,6.72145097520619 51.0604936387804,6.72438235812719 51.0645063612196,6.72561764187285 51.0736321343316,6.71867319742841 51.0756174723308,6.71466013590497 51.078549194336,6.70389929877389 51.080115085178,6.70771569146052 51.085339694553,6.70914035373266 51.0951276991103,6.72716013590497 51.0964508056641,6.73117319742841 51.0993825276693,6.73673180474178 51.1009718153212,6.73811764187285 51.1104936387804,6.74104902479386 51.1145063612196,6.74228430853952 51.1188269721137,6.75354902479386 51.1311730278863,6.75478430853952 51.1361321343316,6.74783986409507 51.1381174723308,6.74258456759985 51.1419565836589,6.74104902479386 51.1507368299696,6.74938235812719 51.1603398640951,6.75061764187285 51.1674730088976,6.73811764187285 51.1811731974284,6.7375 51.1833333333334,6.7375 51.1875,6.7408157348633 51.1883509318034,6.74223395453561 51.1938771565755,6.74526604546443 51.1977895100912,6.74704827202693 51.2047339545356,6.75637715657554 51.2035993787978,6.76028951009117 51.2005672878689,6.76666666666669 51.2,6.78159111870662 51.1996466742622,6.78541666666669 51.195847913954,6.78995378282337 51.2003533257379,6.79825778537329 51.1996466742622,6.80174221462676 51.1961866590712,6.80659111870662 51.1954800075955,6.81007554796009 51.1920199924045,6.81492445203995 51.1913133409289,6.81840888129343 51.1878533257379,6.82325778537329 51.1871466742622,6.82674221462676 51.1836866590712,6.82916666666669 51.1833333333334,6.82881334092884 51.1767422146268,6.8211866590712 51.1690911187066,6.82048000759551 51.1642422146268,6.81214667426218 51.1558824327257,6.81285332573787 51.1517422146268,6.81631334092884 51.1482577853733,6.81666666666669 51.1458333333334,6.82083333333336 51.1458333333334,6.82140062120228 51.1436228434245,6.8245312160916 51.1395833333334,6.82130211724178 51.1354166666667,6.82556728786895 51.1299133300782,6.8244327121311 51.1102895100912,6.82140062120228 51.1063771565755,6.81998240152997 51.1008507622613,6.81335093180341 51.0991492377387,6.8119327121311 51.0936228434245,6.80473395453561 51.0855438232422,6.8033157348633 51.080017428928,6.79668426513674 51.0783159044054,6.79526604546443 51.0727895100912,6.79223395453561 51.0688771565755,6.79109937879777 51.0644561767578,6.78751322428388 51.0598290337457,6.7936228434245 51.0547339545356,6.80221048990888 51.0535993787978,6.8061228434245 51.050567287869,6.80833333333336 51.05,6.80895097520619 51.047839694553,6.81188235812719 51.0438269721137,6.81311764187285 51.0395063612196,6.82145097520619 51.0299034966363,6.82021569146053 51.0186730278863,6.81728430853952 51.0146603054471,6.815864054362 51.0049018012153,6.80098622639976 51.0034495035808,6.79901377360028 50.9965504964193,6.78533986409507 50.9952158610026,6.77716013590497 50.9881174723308,6.77283986409507 50.9868825276693,6.76882680257164 50.9839508056641,6.75200653076174 50.9827158610026,6.73966013590497 50.9714508056641,6.73533986409507 50.9702158610026,6.73125 50.9672281901042,6.72546912299264 50.9714508056641,6.71733245849611 50.9699720594618,6.71666666666669 50.9541666666667)))",2000399810,2000398610,2000023010,2000023010,300.6,300.6,153.6,145502.9,0,0,1,33042,2,23,232,2326,23261,232610,2326107,23261070,232610701,2326107011,23261070110,232610701100
69,"MULTIPOLYGON (((6.80833333333336 51.05,6.8061228434245 51.050567287869,6.80221048990888 51.0535993787978,6.7936228434245 51.0547339545356,6.78751322428388 51.0598290337457,6.79109937879777 51.0644561767578,6.79223395453561 51.0688771565755,6.79526604546443 51.0727895100912,6.79668426513674 51.0783159044054,6.8033157348633 51.080017428928,6.80473395453561 51.0855438232422,6.8119327121311 51.0936228434245,6.81335093180341 51.0991492377387,6.81998240152997 51.1008507622613,6.82140062120228 51.1063771565755,6.8244327121311 51.1102895100912,6.82556728786895 51.1299133300782,6.82130211724178 51.1354166666667,6.8245312160916 51.1395833333334,6.82140062120228 51.1436228434245,6.82083333333336 51.1458333333334,6.81666666666669 51.1458333333334,6.81631334092884 51.1482577853733,6.81285332573787 51.1517422146268,6.81214667426218 51.1558824327257,6.82048000759551 51.1642422146268,6.8211866590712 51.1690911187066,6.82881334092884 51.1767422146268,6.82916666666669 51.1833333333334,6.85637715657554 51.1839006212023,6.86175333658856 51.188067287869,6.87721048990888 51.1869327121311,6.8811228434245 51.1839006212023,6.8871039496528 51.1823655870226,6.89109937879777 51.1772104899089,6.89223395453561 51.1644561767578,6.89526604546443 51.1605438232422,6.89668409559464 51.155017428928,6.90221048990888 51.1535993787978,6.9075866699219 51.1494327121311,6.91887715657554 51.150567287869,6.92278951009117 51.1535993787978,6.93241373697919 51.154870944553,6.9369327121311 51.1602895100912,6.93846774631079 51.1662707858616,6.9436228434245 51.1702660454644,6.95637715657554 51.1714006212023,6.96445617675784 51.1785993787978,6.97304382324221 51.1797339545356,6.97695617675784 51.1827660454644,6.9865668402778 51.1840357462565,6.9994327121311 51.1977895100912,7.00088738335506 51.2034581502279,7.01054382324221 51.2047339545356,7.01592000325523 51.2089006212023,7.03242933485245 51.2076889038086,7.03450453016495 51.1996027628581,7.04778951009117 51.2119327121311,7.05637715657554 51.213067287869,7.06028951009117 51.2160993787978,7.06666666666669 51.2166666666667,7.08161960177954 51.2163126627604,7.08785332573787 51.2100477430556,7.08714667426218 51.2017422146268,7.0836866590712 51.1982577853733,7.08298000759551 51.1934088812934,7.07951999240454 51.18992445204,7.07916666666669 51.1833333333334,7.07831590440541 51.1800175984701,7.07278951009117 51.1785993787978,7.06887715657555 51.175567287869,7.03945617675784 51.1744327121311,7.03554382324221 51.1714006212023,7.03001742892797 51.16998240153,7.02859937879777 51.1644561767578,7.02556728786895 51.1605438232422,7.0244327121311 51.1561228434245,7.01723395453561 51.1480438232422,7.01545172797311 51.1410993787978,7.01028951009117 51.1422339545356,7.00569695366756 51.1457929823134,6.99640062120228 51.1355438232422,6.99526604546443 51.1269561767578,6.99109937879777 51.1215799967448,6.99223395453561 51.1186228434245,6.99526604546443 51.1147104899089,6.99583333333336 51.1125,6.99498257107207 51.1091840955946,6.98945617675784 51.1077660454644,6.98554382324221 51.1047339545356,6.9686228434245 51.1035993787978,6.96458333333336 51.1004686143663,6.95907999674482 51.1047339545356,6.93945617675784 51.1035993787978,6.93125881618926 51.0962951660157,6.92574666341148 51.1005672878689,6.9061228434245 51.0994327121311,6.89387715657554 51.088067287869,6.88835076226131 51.0866492377387,6.8869327121311 51.0811228434245,6.88390062120228 51.0772104899089,6.88333333333336 51.0666666666667,6.87916666666669 51.0666666666667,6.87826707628041 51.0631612141927,6.87083333333336 51.0625,6.86992526584204 51.0660386827257,6.84925333658856 51.0672339545356,6.84387715657554 51.063067287869,6.83945617675784 51.0619327121311,6.83554382324221 51.0589006212023,6.82588738335506 51.0576249864367,6.82408667670358 51.0506076388889,6.80833333333336 51.05)))",2001122440,2000399810,2000023010,2000023010,310.8,310.8,156.4,145349.1,0,0,1,33048,2,23,232,2326,23261,232610,2326107,23261070,232610701,2326107012,23261070120,232610701200
76,"MULTIPOLYGON (((6.90833333333336 51.0041666666667,6.90776604546443 51.0063771565755,6.90473395453561 51.0102895100912,6.9033159044054 51.0158159044054,6.89778951009117 51.0172339545356,6.88809882269968 51.026023695204,6.8869327121311 51.0605438232422,6.88390062120228 51.0644561767578,6.88333333333336 51.0666666666667,6.88390062120228 51.0772104899089,6.8869327121311 51.0811228434245,6.88835076226131 51.0866492377387,6.89387715657554 51.088067287869,6.9061228434245 51.0994327121311,6.92574666341148 51.1005672878689,6.93125881618926 51.0962951660157,6.93945617675784 51.1035993787978,6.95907999674482 51.1047339545356,6.96458333333336 51.1004686143663,6.9686228434245 51.1035993787978,6.98554382324221 51.1047339545356,6.98945617675784 51.1077660454644,6.99498257107207 51.1091840955946,6.99583333333336 51.1125,6.99829033745662 51.1121419270834,7.00451999240454 51.1058810763889,7.00380757649742 51.1017086452908,6.99825778537329 51.0961866590712,6.98921203613284 51.0954776340061,6.9836866590712 51.08992445204,6.9829776340061 51.0808787027995,6.97742445203995 51.0753533257379,6.96840888129343 51.0746466742622,6.96492445203995 51.0711866590712,6.9625 51.0708333333334,6.96028951009117 51.0702660454644,6.95091959635419 51.0619171142578,6.94914923773874 51.055017428928,6.94229024251304 51.0532575819228,6.94166666666669 51.0416666666667,6.94166666666669 51.0375,6.93945617675784 51.0369327121311,6.93276604546443 51.0303816053603,6.94093051486547 51.0282864040799,6.94223395453561 51.0199832492405,6.93658040364586 51.0132042778863,6.92695617675784 51.0119327121311,6.92180107964412 51.0079372829861,6.91994289822051 51.0006968180339,6.90954827202693 50.9994327121311,6.90833333333336 51.0041666666667)))",2000403010,2001122440,2000023010,2000023010,327.4,327.4,49.6,145073.2,0,0,1,33055,2,23,232,2326,23261,232610,2326107,23261070,232610703,2326107030,23261070300,232610703000
77,"MULTIPOLYGON (((6.78333333333336 50.8833333333334,6.77987518310549 50.8842207166884,6.77859937879776 50.8938771565755,6.77556728786895 50.8977895100912,6.7744327121311 50.9022104899089,6.76987355550132 50.9076775444879,6.7561228434245 50.9089006212023,6.74804382324221 50.9160993787978,6.74166666666669 50.9166666666667,6.74251759847007 50.9199825710721,6.74902258978952 50.9216518825955,6.75056728786894 50.9259372287327,6.74223395453561 50.9352895100912,6.74109937879776 50.9397104899089,6.73806728786895 50.9436228434245,6.73661261664499 50.9492916531033,6.72695617675783 50.9505672878689,6.72304382324221 50.9535993787978,6.71666666666669 50.9541666666667,6.71733245849611 50.9699720594618,6.72546912299264 50.9714508056641,6.73125 50.9672281901042,6.73533986409507 50.9702158610026,6.73966013590497 50.9714508056641,6.75200653076174 50.9827158610026,6.76882680257164 50.9839508056641,6.77283986409507 50.9868825276693,6.77716013590497 50.9881174723308,6.78533986409507 50.9952158610026,6.79901377360028 50.9965504964193,6.80098622639976 51.0034495035808,6.815864054362 51.0049018012153,6.81728430853952 51.0146603054471,6.82021569146053 51.0186730278863,6.82145097520619 51.0299034966363,6.81311764187285 51.0395063612196,6.81188235812719 51.0438269721137,6.80895097520619 51.047839694553,6.80833333333336 51.05,6.82408667670358 51.0506076388889,6.82588738335506 51.0576249864367,6.83554382324221 51.0589006212023,6.83945617675784 51.0619327121311,6.84387715657554 51.063067287869,6.84925333658856 51.0672339545356,6.86992526584204 51.0660386827257,6.87083333333336 51.0625,6.87826707628041 51.0631612141927,6.87916666666669 51.0666666666667,6.88333333333336 51.0666666666667,6.88390062120228 51.0644561767578,6.8869327121311 51.0605438232422,6.88809882269968 51.026023695204,6.89778951009117 51.0172339545356,6.9033159044054 51.0158159044054,6.90473395453561 51.0102895100912,6.90776604546443 51.0063771565755,6.90833333333336 51.0041666666667,6.90617302788631 51.003549194336,6.90216030544707 51.0006174723308,6.89783969455297 50.9993825276693,6.89382697211374 50.9964508056641,6.89119737413197 50.9952158610026,6.88428175184464 51.0002675374349,6.88271586100263 50.9895063612196,6.87834201388891 50.9840376112196,6.86033969455297 50.9827158610026,6.85585530598961 50.979439968533,6.85354919433596 50.9745307074653,6.85771586100263 50.9688269721137,6.85895080566408 50.9561730278863,6.86188252766929 50.9521603054471,6.86311747233075 50.9436730278863,6.87021586100263 50.9354936387804,6.87083333333336 50.9333333333334,6.83008660210506 50.9327511257596,6.82859937879777 50.9269561767578,6.81182284884985 50.9092288547092,6.80501759847007 50.9074825710721,6.80359937879776 50.9019561767578,6.79640062120228 50.8938771565755,6.79526604546443 50.8894561767578,6.79223395453561 50.8855438232422,6.79109937879777 50.8811228434245,6.78806728786895 50.8772104899089,6.7875 50.875,6.78399454752606 50.8758995903863,6.78333333333336 50.8833333333334)))",2000403090,2001122440,2000023010,2000023010,327.5,327.5,119.5,119.5,0,0,2,33056,2,23,232,2326,23261,232610,2326107,23261070,232610702,2326107020,23261070200,232610702000
82,"MULTIPOLYGON (((6.97083333333336 51.0416666666667,6.95508015950523 51.0422743055556,6.95416666666669 51.0458333333334,6.95174221462676 51.0454800075955,6.94825778537329 51.0420199924045,6.94166666666669 51.0416666666667,6.94229024251304 51.0532575819228,6.94914923773874 51.055017428928,6.95091959635419 51.0619171142578,6.96028951009117 51.0702660454644,6.9625 51.0708333333334,6.96285400390627 51.0558803982205,6.96840888129343 51.0503533257379,6.97083333333336 51.05,6.97083333333336 51.0458333333334,6.97083333333336 51.0416666666667)))",2000403600,2000403010,2000023010,2000023010,332.9,332.9,3.7,789.8,0,0,2,33061,2,23,232,2326,23261,232610,2326107,23261070,232610704,2326107041,23261070410,232610704100
83,"MULTIPOLYGON (((6.89166666666669 50.9125,6.88821716308596 50.9134863959419,6.88676486545141 50.928364054362,6.87700636121964 50.9297841389974,6.8729936387804 50.9327158610026,6.87083333333336 50.9333333333334,6.87021586100263 50.9354936387804,6.86311747233075 50.9436730278863,6.86188252766929 50.9521603054471,6.85895080566408 50.9561730278863,6.85771586100263 50.9688269721137,6.85354919433596 50.9745307074653,6.85585530598961 50.979439968533,6.86033969455297 50.9827158610026,6.87834201388891 50.9840376112196,6.88271586100263 50.9895063612196,6.88428175184464 51.0002675374349,6.89119737413197 50.9952158610026,6.89382697211374 50.9964508056641,6.89783969455297 50.9993825276693,6.90216030544707 51.0006174723308,6.90617302788631 51.003549194336,6.90833333333336 51.0041666666667,6.90954827202693 50.9994327121311,6.91994289822051 51.0006968180339,6.92180107964412 51.0079372829861,6.92695617675784 51.0119327121311,6.93658040364586 51.0132042778863,6.94223395453561 51.0199832492405,6.94093051486547 51.0282864040799,6.93276604546443 51.0303816053603,6.93945617675784 51.0369327121311,6.94166666666669 51.0375,6.94166666666669 51.0416666666667,6.94825778537329 51.0420199924045,6.95174221462676 51.0454800075955,6.95416666666669 51.0458333333334,6.95508015950523 51.0422743055556,6.97083333333336 51.0416666666667,6.97119106716582 51.0392116970486,6.98161722819013 51.0288133409288,7.01075778537329 51.0295199924045,7.01495361328127 51.0336866590712,7.02325778537329 51.0329800075955,7.02674221462676 51.0295199924045,7.04409111870662 51.0288133409288,7.04757554796009 51.0253533257379,7.05659111870662 51.0246466742622,7.06007554796009 51.0211866590712,7.06492445203996 51.0204800075955,7.06840888129343 51.0170199924045,7.09825778537329 51.0163133409288,7.10245361328128 51.0121466742622,7.11492445203996 51.0128533257379,7.11840888129343 51.0163133409288,7.12083333333336 51.0166666666667,7.12026604546443 51.0061228434245,7.11723395453562 51.0022104899089,7.11577928331166 50.9965416802301,7.1061228434245 50.9952660454644,7.10221048990888 50.9922339545356,7.0936228434245 50.9910993787978,7.08971048990888 50.988067287869,7.07278951009117 50.9869327121311,7.06471048990888 50.9797339545356,7.0561228434245 50.9785993787978,7.04804382324221 50.9714006212023,7.0436228434245 50.9702660454644,7.03971048990888 50.9672339545356,7.02278951009117 50.9660993787978,7.01741333007815 50.9619327121311,7.01028951009117 50.963067287869,7.00637715657554 50.9660993787978,6.99672071668839 50.9673750135634,6.99583333333336 50.9708333333334,6.99166666666669 50.9708333333334,6.98117302788631 50.9702158610026,6.97716030544707 50.9672841389974,6.97283969455298 50.966049194336,6.96882697211374 50.9631174723308,6.96450636121964 50.9618825276693,6.95082194010419 50.9493964301216,6.94920586480037 50.9382941351997,6.93950636121964 50.9368825276693,6.93549363878041 50.9339508056641,6.93117302788631 50.9327158610026,6.92716030544707 50.9297841389974,6.91867302788631 50.928549194336,6.91466030544707 50.9256174723308,6.91033969455297 50.9243825276693,6.90632697211374 50.9214508056641,6.89783969455297 50.9202158610026,6.89282531738283 50.916552734375,6.89166666666669 50.9125)))",2000403750,2000403010,2000023010,2000023010,333.1,333.1,120.6,144233.7,0,0,1,33062,2,23,232,2326,23261,232610,2326107,23261070,232610705,2326107051,23261070510,232610705100
