WKT,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,ENDO,COAST,ORDER,SORT,PFAF_1,PFAF_2,PFAF_3,PFAF_4,PFAF_5,PFAF_6,PFAF_7,PFAF_8,PFAF_9,PFAF_10,PFAF_11,PFAF_12
"MULTIPOLYGON (((7.7666666666667 51.4958333333334,7.74340888129343 51.4961866590712,7.73992445203996 51.4996466742622,7.73090888129343 51.5003533257379,7.72742445203996 51.5038133409289,7.71495361328128 51.5045199924045,7.71075778537329 51.5003533257379,7.69340888129343 51.4996466742622,7.68992445203996 51.4961866590712,7.68333333333336 51.4958333333334,7.68276604546444 51.5105438232422,7.67973395453562 51.5144561767578,7.67859937879777 51.521770562066,7.68693271213111 51.5311228434245,7.68806728786895 51.5438771565756,7.69954935709638 51.5562484741211,7.69067281087242 51.5660347832574,7.67173902723527 51.5673043145074,7.66995374891496 51.5742613050673,7.66175333658857 51.575567287869,7.65637715657555 51.5714006212023,7.65331658257381 51.5702660454644,7.64648912217885 51.5759597778321,7.64583333333336 51.5833333333334,7.6416666666667 51.5833333333334,7.64229024251305 51.5949240790473,7.64804382324222 51.5964006212023,7.65195617675784 51.5994327121311,7.66054382324222 51.600567287869,7.6699137369792 51.6089162190756,7.67083333333336 51.6125,7.68575778537329 51.6128533257379,7.68924221462677 51.6163133409289,7.70833333333336 51.6166666666667,7.70936143663197 51.61316341824,7.74798075358076 51.6118698120117,7.75208333333336 51.6089172363282,7.75618591308597 51.6118698120117,7.76048075358076 51.6131301879883,7.76627027723527 51.617296854655,7.77123446994361 51.6148371378581,7.77436964246965 51.6104809231229,7.77575581868493 51.5965923733182,7.78808085123701 51.595336066352,7.79368591308597 51.5993698120118,7.80631408691409 51.6006301879883,7.81035257975263 51.6035364786784,7.81464742024743 51.604796854655,7.81868591308597 51.6077031453451,7.83131408691409 51.6089635213216,7.83535257975263 51.6118698120117,7.8375 51.6125,7.8384195963542 51.6089162190756,7.84778951009118 51.600567287869,7.85331590440541 51.5991490681966,7.85501742892798 51.5925175984701,7.86054382324222 51.5910993787978,7.86445617675784 51.588067287869,7.86887715657555 51.5869327121311,7.8729166666667 51.5838021172418,7.87802937825524 51.5877646552192,7.8791666666667 51.5833333333334,7.87824707031253 51.5797495524089,7.86887715657555 51.5714006212023,7.86445617675784 51.5702660454644,7.86054382324222 51.5672339545356,7.85479024251305 51.5657574123807,7.85359937879777 51.5436228434245,7.84943271213111 51.5382466634115,7.85056728786895 51.5227895100912,7.85359937879777 51.5188771565755,7.8541666666667 51.5125,7.84775187174482 51.5119705200196,7.84266594780819 51.5078513251411,7.83827243381079 51.5092196994358,7.8375 51.5125,7.82674221462677 51.5128533257379,7.82325778537329 51.5163133409289,7.81495361328128 51.5170199924045,7.81075778537329 51.5128533257379,7.7850755479601 51.5121466742622,7.78159111870663 51.5086866590712,7.77674221462677 51.5079800075955,7.76702440049916 51.4982884724935,7.7666666666667 51.4958333333334)))","2000389460","2000388920","2000023010","2000023010",311.2,311.2,146.1,146.1,"0","0","3","33049","2","23","232","2326","23261","232610","2326102","23261024","232610240","2326102403","23261024030","232610240300"
"MULTIPOLYGON (((7.48333333333336 51.5208333333334,7.48392232259117 51.5490819295248,7.49085896809899 51.55086195204,7.49223395453562 51.5571183946398,7.4875 51.5583333333334,7.48835076226131 51.5616490681966,7.49387715657555 51.563067287869,7.49778951009117 51.5660993787978,7.51887715657555 51.5672339545356,7.52278951009117 51.5702660454644,7.525 51.5708333333334,7.52556728786895 51.5686228434245,7.52859937879777 51.5647104899089,7.53013441297746 51.5587292141385,7.5360042995877 51.5541798909506,7.54109937879777 51.5602895100912,7.54257575141062 51.5660430908203,7.56471048990888 51.5672339545356,7.56875 51.5703645494249,7.57425333658857 51.5660993787978,7.59804382324222 51.5672339545356,7.60342000325524 51.5714006212023,7.60637715657555 51.5702660454644,7.61175333658857 51.5660993787978,7.61471048990888 51.5672339545356,7.61862284342451 51.5702660454644,7.62304382324222 51.5714006212023,7.63112284342451 51.5785993787978,7.6375 51.5791666666667,7.6375 51.5833333333334,7.6416666666667 51.5833333333334,7.64583333333336 51.5833333333334,7.64648912217885 51.5759597778321,7.65331658257381 51.5702660454644,7.65637715657555 51.5714006212023,7.66175333658857 51.575567287869,7.66995374891496 51.5742613050673,7.67173902723527 51.5673043145074,7.69067281087242 51.5660347832574,7.69954935709638 51.5562484741211,7.68806728786895 51.5438771565756,7.68693271213111 51.5311228434245,7.67859937879777 51.521770562066,7.67973395453562 51.5144561767578,7.68276604546444 51.5105438232422,7.68333333333336 51.4958333333334,7.6725755479601 51.4954800075955,7.66909111870663 51.4920199924045,7.6475755479601 51.4913133409288,7.64409111870663 51.4878533257379,7.6350755479601 51.4871466742622,7.63159111870663 51.4836866590712,7.62083333333336 51.4833333333334,7.62026604546444 51.5022104899089,7.61723395453562 51.5061228434245,7.61578708224829 51.5117613050673,7.6075866699219 51.513067287869,7.60221048990888 51.5089006212023,7.57695617675784 51.5077660454644,7.57304382324222 51.5047339545356,7.56592000325524 51.5035993787978,7.56054382324222 51.5077660454644,7.53239610460072 51.5089006212023,7.52304382324222 51.500567287869,7.50342000325524 51.4994327121311,7.49804382324221 51.5035993787978,7.49092000325524 51.5047339545356,7.48554382324222 51.500567287869,7.48333333333336 51.5,7.48333333333336 51.5208333333334)))","2000389560","2000388920","2000023010","2000023010",311.3,311.3,105.3,105.4,"0","0","4","33050","2","23","232","2326","23261","232610","2326102","23261024","232610240","2326102402","23261024020","232610240200"
"MULTIPOLYGON (((6.59166666666669 50.9875,6.59166666666669 50.9916666666667,6.5875 50.9916666666667,6.58662295871313 50.9947340223525,6.58259667290584 50.9964508056641,6.5729934692383 50.9881174723308,6.56450653076174 50.9868825276693,6.55632680257163 50.9797841389974,6.54783986409507 50.978549194336,6.54382680257164 50.9756174723308,6.53117319742841 50.9743825276693,6.52708333333335 50.9713948567709,6.5229934692383 50.9743825276693,6.52036421034073 50.9756174723308,6.51466013590497 50.9714508056641,6.5061731974284 50.9702158610026,6.50216013590497 50.9672841389974,6.49093000623917 50.966049194336,6.48132680257163 50.9743825276693,6.46746927897137 50.9757351345486,6.46604902479386 50.9854936387804,6.46170010036894 50.9909311930339,6.45416666666669 50.9916666666667,6.45381334092884 50.9982577853733,6.4461866590712 51.0059088812934,6.44548000759551 51.0100463867188,6.44964667426217 51.0142422146268,6.45 51.025,6.45416666666669 51.025,6.46143001980254 51.0256459554037,6.46306728786894 51.0299133300782,6.45890062120228 51.0352895100912,6.45776604546443 51.0529517279731,6.46471048990887 51.0547339545356,6.4686228434245 51.0577660454644,6.47721048990887 51.0589006212023,6.4811228434245 51.0619327121311,6.48669230143231 51.06336195204,6.48806728786894 51.0696183946398,6.47987518310549 51.0717207166884,6.47859937879776 51.0813771565755,6.47556728786894 51.0852895100912,6.475 51.0875,6.49075334337025 51.0881076388889,6.49263441297745 51.0954372829861,6.49778951009117 51.0994327121311,6.52304382324221 51.1005672878689,6.52842000325523 51.1047339545356,6.53662024603952 51.1034278021919,6.5387149386936 51.0952660454644,6.55221048990887 51.0964006212023,6.5561228434245 51.0994327121311,6.56164906819664 51.1008507622613,6.56346774631078 51.1079372829861,6.5686228434245 51.1119327121311,6.5746041191949 51.1134677463108,6.57859937879776 51.1186228434245,6.58001759847007 51.1241492377387,6.58554382324221 51.125567287869,6.58945617675783 51.1285993787978,6.6 51.1291666666667,6.60062357584637 51.1175757514106,6.60859798855254 51.1155293782552,6.60473395453561 51.1105438232422,6.60416666666669 51.1083333333334,6.6 51.1083333333334,6.60065985785592 51.0926693386502,6.60740695529516 51.0907402886285,6.6094921535916 51.083447265625,6.61450653076174 51.0797841389974,6.62561764187285 51.078167046441,6.62421722412111 51.0674038357205,6.60913323296443 51.0659311930339,6.60354902479386 51.0589491102431,6.60505472819012 51.0504862467448,6.61457672119143 51.0422234429254,6.62036421034073 51.0464508056641,6.62837914360896 51.0449940999349,6.62978430853952 51.035339694553,6.63277180989585 51.03125,6.62922905815974 51.0264000786676,6.63950653076174 51.0172841389974,6.64920586480037 51.015872531467,6.65083177354603 51.0047017415365,6.66033986409507 50.9964508056641,6.67016533745662 50.9950208875868,6.67083333333335 50.9791666666667,6.6311228434245 50.9785993787978,6.62721048990888 50.9755672878689,6.61175333658856 50.9744327121311,6.60513441297745 50.9795627170139,6.60325741238066 50.9868764241537,6.59166666666669 50.9875)))","2001122760","2000399800","2000023010","2000023010",315.2,315.2,162.5,1595.1,"0","0","2","33051","2","23","232","2326","23261","232610","2326106","23261060","232610601","2326106012","23261060120","232610601200"
"MULTIPOLYGON (((7.70833333333336 51.6166666666667,7.71182623969187 51.6175630357531,7.71306728786895 51.6299133300782,7.70880194769968 51.6354166666667,7.71193271213111 51.6394561767578,7.71306728786895 51.6438771565756,7.72026604546444 51.6519561767578,7.72140062120229 51.6605438232422,7.72443271213111 51.6644561767578,7.725 51.6708333333334,7.72447035047746 51.6772482977973,7.71719631618927 51.6852517022027,7.71613701714413 51.6927497016059,7.72551371256513 51.703065999349,7.7241136338976 51.7075607299805,7.71858520507815 51.7088628133138,7.70908983018666 51.7176208496094,7.70833333333336 51.7208333333334,7.71046820746531 51.7214760674371,7.71453179253475 51.7243572658963,7.71880154079864 51.7256427341038,7.72286512586808 51.728523932563,7.72713487413197 51.7298094007704,7.73536512586809 51.7368572658963,7.76046820746531 51.7381427341038,7.76634487575958 51.7423094007704,7.78546820746531 51.741023932563,7.79134487575958 51.7368572658963,7.79380154079864 51.7381427341038,7.79967820909291 51.7423094007704,7.81046820746531 51.741023932563,7.81453179253475 51.7381427341038,7.82713487413197 51.7368572658963,7.83301154242625 51.7326905992296,7.84380154079864 51.7339760674371,7.84786512586809 51.7368572658963,7.86046820746531 51.7381427341038,7.86458333333336 51.7410605536567,7.86869845920142 51.7381427341038,7.89089016384552 51.7367801242405,7.8916666666667 51.7291666666667,7.89076097276479 51.7256376478407,7.87278951009118 51.7244327121311,7.86887715657555 51.7214006212023,7.86445617675784 51.7202660454644,7.86054382324222 51.7172339545356,7.85481228298614 51.7157631768121,7.84223395453562 51.7022104899089,7.8416666666667 51.6916666666667,7.8375 51.6916666666667,7.8375 51.6875,7.83693271213111 51.6852895100912,7.83390062120229 51.6813771565756,7.83276604546444 51.6727895100912,7.82859937879777 51.6674133300782,7.82981126573354 51.6509038289388,7.83554382324222 51.6494327121311,7.83945617675784 51.6464006212023,7.84498257107208 51.64498240153,7.84640062120229 51.6394561767578,7.85473395453562 51.6301038953993,7.85318942599829 51.6258185492622,7.84641621907555 51.6240802341038,7.83806728786895 51.6147104899089,7.8375 51.6125,7.83535257975263 51.6118698120117,7.83131408691409 51.6089635213216,7.81868591308597 51.6077031453451,7.81464742024743 51.604796854655,7.81035257975263 51.6035364786784,7.80631408691409 51.6006301879883,7.79368591308597 51.5993698120118,7.78808085123701 51.595336066352,7.77575581868493 51.5965923733182,7.77436964246965 51.6104809231229,7.77123446994361 51.6148371378581,7.76627027723527 51.617296854655,7.76048075358076 51.6131301879883,7.75618591308597 51.6118698120117,7.75208333333336 51.6089172363282,7.74798075358076 51.6118698120117,7.70936143663197 51.61316341824,7.70833333333336 51.6166666666667)))","2001117600","2000388650","2000023010","2000023010",319.1,319.1,129.2,2613.0,"0","0","2","33052","2","23","232","2326","23261","232610","2326102","23261025","232610250","2326102502","23261025020","232610250200"
"MULTIPOLYGON (((7.275 51.4291666666667,7.27428385416669 51.4366702609592,7.26612616644968 51.4381050957574,7.26050618489586 51.4339384290907,7.25616048177086 51.432728237576,7.25217285156253 51.4297717624241,7.2367126464844 51.4285615709093,7.22605760362416 51.4378692626953,7.225 51.4416666666667,7.22585076226131 51.44498240153,7.23267211914065 51.4467329237197,7.23398810492624 51.4615269978841,7.24362284342451 51.4702660454644,7.24936218261721 51.4717390272353,7.25063171386721 51.4906728108724,7.26028951009117 51.4994327121311,7.26595831976999 51.5008873833551,7.26737501356339 51.511612616645,7.27304382324221 51.513067287869,7.28651190863718 51.525567287869,7.31887715657555 51.5244327121311,7.32278951009117 51.5214006212023,7.325 51.5208333333334,7.32433200412329 51.5187235514323,7.32148132324221 51.5145806206597,7.32983466254343 51.5046956380209,7.32849867078996 51.5020568847657,7.32433200412329 51.4960016886394,7.32587856716582 51.4885409884983,7.33233133951826 51.4864980061849,7.33433532714846 51.4801686604818,7.34182501898874 51.4777972751194,7.34516533745662 51.4729431152344,7.34683532714846 51.4676686604818,7.35210978190107 51.46599867079,7.35816480848527 51.4618320041233,7.3604431152344 51.4631679958768,7.36587626139326 51.4669065687392,7.36743062337242 51.4377582126194,7.37291666666669 51.4339830186632,7.37708333333336 51.4368503146702,7.38122355143232 51.4340013292101,7.38649800618492 51.4323313395183,7.3890306260851 51.4243320041233,7.40210978190107 51.4256679958768,7.40622355143232 51.42849867079,7.41877644856774 51.4298346625434,7.42289021809898 51.4326653374566,7.4479431152344 51.4340013292101,7.4539981418186 51.4381679958768,7.45744188096791 51.4361485799154,7.45833333333336 51.4333333333334,7.45798000759551 51.4267422146268,7.44618665907121 51.41492445204,7.44548000759551 51.4100755479601,7.44168124728735 51.40625,7.44548000759551 51.40242445204,7.44583333333336 51.3916666666667,7.45 51.3916666666667,7.44964667426218 51.3892422146268,7.44618665907121 51.3857577853733,7.44583333333336 51.3833333333334,7.44227430555558 51.3824200100369,7.44166666666669 51.3666666666667,7.4225755479601 51.3663133409288,7.41909111870662 51.3628533257379,7.41424221462676 51.3621466742622,7.41075778537329 51.3586866590712,7.3850755479601 51.3579800075955,7.38159111870662 51.3545199924045,7.37745090060767 51.3538133409289,7.36909111870662 51.3621466742622,7.36495361328128 51.3628533257379,7.36075778537329 51.3586866590712,7.3350755479601 51.3579800075955,7.33159111870662 51.3545199924045,7.32674221462676 51.3538133409289,7.32325778537329 51.3503533257379,7.2975755479601 51.3496466742622,7.29409111870662 51.3461866590712,7.29166666666669 51.3458333333334,7.29131334092885 51.3482577853733,7.28785332573787 51.3517422146268,7.28714667426218 51.3642128838433,7.29131334092885 51.3684088812934,7.29201999240454 51.3725462171767,7.28785332573787 51.3767422146268,7.28714667426218 51.3892128838433,7.29131334092885 51.3934088812934,7.29201999240454 51.3982577853733,7.29548000759551 51.4017422146268,7.29618665907121 51.4058810763889,7.28995700412329 51.4121419270834,7.2850755479601 51.4128533257379,7.27952473958336 51.4183764987522,7.27881334092885 51.4232577853733,7.27535332573787 51.4267422146268,7.275 51.4291666666667)))","2001120010","2000394150","2000023010","2000023010",319.8,319.8,158.8,4014.8,"0","0","2","33053","2","23","232","2326","23261","232610","2326104","23261043","232610430","2326104303","23261043032","232610430320"
"MULTIPOLYGON (((7.325 51.5208333333334,7.32916666666669 51.5208333333334,7.36471048990888 51.5214006212023,7.36862284342451 51.5244327121311,7.38137715657555 51.525567287869,7.38528951009117 51.5285993787978,7.40221048990888 51.5297339545356,7.4071960449219 51.5335979885526,7.40918409559464 51.5258509318034,7.4125 51.525,7.41471048990888 51.5244327121311,7.41875 51.5213021172418,7.42425333658857 51.525567287869,7.43655056423614 51.524331495497,7.44109937879777 51.5188771565755,7.4423750135634 51.5092207166884,7.44804382324222 51.5077660454644,7.45612284342451 51.500567287869,7.48333333333336 51.5,7.48554382324222 51.500567287869,7.49092000325524 51.5047339545356,7.49804382324221 51.5035993787978,7.50342000325524 51.4994327121311,7.52304382324222 51.500567287869,7.53239610460072 51.5089006212023,7.56054382324222 51.5077660454644,7.56592000325524 51.5035993787978,7.57304382324222 51.5047339545356,7.57695617675784 51.5077660454644,7.60221048990888 51.5089006212023,7.6075866699219 51.513067287869,7.61578708224829 51.5117613050673,7.61723395453562 51.5061228434245,7.62026604546444 51.5022104899089,7.62083333333336 51.4833333333334,7.6166666666667 51.4833333333334,7.61028951009117 51.4827660454644,7.60637715657555 51.4797339545356,7.59362284342451 51.4785993787978,7.58971048990888 51.475567287869,7.57278951009117 51.4744327121311,7.56887715657555 51.4714006212023,7.56445617675784 51.4702660454644,7.56054382324222 51.4672339545356,7.54778951009117 51.4660993787978,7.54387715657555 51.463067287869,7.52695617675784 51.4619327121311,7.52304382324222 51.4589006212023,7.51862284342451 51.4577660454644,7.51471048990888 51.4547339545356,7.50612284342451 51.4535993787978,7.50221048990888 51.450567287869,7.49778951009117 51.4494327121311,7.49387715657555 51.4464006212023,7.48945617675784 51.4452660454644,7.48554382324222 51.4422339545356,7.48112284342451 51.4410993787978,7.47721048990888 51.438067287869,7.47168409559465 51.4366490681966,7.47083333333336 51.4333333333334,7.45833333333336 51.4333333333334,7.45744188096791 51.4361485799154,7.4539981418186 51.4381679958768,7.4479431152344 51.4340013292101,7.42289021809898 51.4326653374566,7.41877644856774 51.4298346625434,7.40622355143232 51.42849867079,7.40210978190107 51.4256679958768,7.3890306260851 51.4243320041233,7.38649800618492 51.4323313395183,7.38122355143232 51.4340013292101,7.37708333333336 51.4368503146702,7.37291666666669 51.4339830186632,7.36743062337242 51.4377582126194,7.36587626139326 51.4669065687392,7.3604431152344 51.4631679958768,7.35816480848527 51.4618320041233,7.35210978190107 51.46599867079,7.34683532714846 51.4676686604818,7.34516533745662 51.4729431152344,7.34182501898874 51.4777972751194,7.33433532714846 51.4801686604818,7.33233133951826 51.4864980061849,7.32587856716582 51.4885409884983,7.32433200412329 51.4960016886394,7.32849867078996 51.5020568847657,7.32983466254343 51.5046956380209,7.32148132324221 51.5145806206597,7.32433200412329 51.5187235514323,7.325 51.5208333333334)))","2001119050","2001118410","2000023010","2000023010",320.4,320.4,133.8,133.8,"0","0","3","33054","2","23","232","2326","23261","232610","2326104","23261042","232610420","2326104206","23261042060","232610420600"
"MULTIPOLYGON (((6.90833333333336 51.0041666666667,6.90776604546443 51.0063771565755,6.90473395453561 51.0102895100912,6.9033159044054 51.0158159044054,6.89778951009117 51.0172339545356,6.88809882269968 51.026023695204,6.8869327121311 51.0605438232422,6.88390062120228 51.0644561767578,6.88333333333336 51.0666666666667,6.88390062120228 51.0772104899089,6.8869327121311 51.0811228434245,6.88835076226131 51.0866492377387,6.89387715657554 51.088067287869,6.9061228434245 51.0994327121311,6.92574666341148 51.1005672878689,6.93125881618926 51.0962951660157,6.93945617675784 51.1035993787978,6.95907999674482 51.1047339545356,6.96458333333336 51.1004686143663,6.9686228434245 51.1035993787978,6.98554382324221 51.1047339545356,6.98945617675784 51.1077660454644,6.99498257107207 51.1091840955946,6.99583333333336 51.1125,6.99829033745662 51.1121419270834,7.00451999240454 51.1058810763889,7.00380757649742 51.1017086452908,6.99825778537329 51.0961866590712,6.98921203613284 51.0954776340061,6.9836866590712 51.08992445204,6.9829776340061 51.0808787027995,6.97742445203995 51.0753533257379,6.96840888129343 51.0746466742622,6.96492445203995 51.0711866590712,6.9625 51.0708333333334,6.96028951009117 51.0702660454644,6.95091959635419 51.0619171142578,6.94914923773874 51.055017428928,6.94229024251304 51.0532575819228,6.94166666666669 51.0416666666667,6.94166666666669 51.0375,6.93945617675784 51.0369327121311,6.93276604546443 51.0303816053603,6.94093051486547 51.0282864040799,6.94223395453561 51.0199832492405,6.93658040364586 51.0132042778863,6.92695617675784 51.0119327121311,6.92180107964412 51.0079372829861,6.91994289822051 51.0006968180339,6.90954827202693 50.9994327121311,6.90833333333336 51.0041666666667)))","2000403010","2001122440","2000023010","2000023010",327.4,327.4,49.6,145073.2,"0","0","1","33055","2","23","232","2326","23261","232610","2326107","23261070","232610703","2326107030","23261070300","232610703000"
"MULTIPOLYGON (((6.78333333333336 50.8833333333334,6.77987518310549 50.8842207166884,6.77859937879776 50.8938771565755,6.77556728786895 50.8977895100912,6.7744327121311 50.9022104899089,6.76987355550132 50.9076775444879,6.7561228434245 50.9089006212023,6.74804382324221 50.9160993787978,6.74166666666669 50.9166666666667,6.74251759847007 50.9199825710721,6.74902258978952 50.9216518825955,6.75056728786894 50.9259372287327,6.74223395453561 50.9352895100912,6.74109937879776 50.9397104899089,6.73806728786895 50.9436228434245,6.73661261664499 50.9492916531033,6.72695617675783 50.9505672878689,6.72304382324221 50.9535993787978,6.71666666666669 50.9541666666667,6.71733245849611 50.9699720594618,6.72546912299264 50.9714508056641,6.73125 50.9672281901042,6.73533986409507 50.9702158610026,6.73966013590497 50.9714508056641,6.75200653076174 50.9827158610026,6.76882680257164 50.9839508056641,6.77283986409507 50.9868825276693,6.77716013590497 50.9881174723308,6.78533986409507 50.9952158610026,6.79901377360028 50.9965504964193,6.80098622639976 51.0034495035808,6.815864054362 51.0049018012153,6.81728430853952 51.0146603054471,6.82021569146053 51.0186730278863,6.82145097520619 51.0299034966363,6.81311764187285 51.0395063612196,6.81188235812719 51.0438269721137,6.80895097520619 51.047839694553,6.80833333333336 51.05,6.82408667670358 51.0506076388889,6.82588738335506 51.0576249864367,6.83554382324221 51.0589006212023,6.83945617675784 51.0619327121311,6.84387715657554 51.063067287869,6.84925333658856 51.0672339545356,6.86992526584204 51.0660386827257,6.87083333333336 51.0625,6.87826707628041 51.0631612141927,6.87916666666669 51.0666666666667,6.88333333333336 51.0666666666667,6.88390062120228 51.0644561767578,6.8869327121311 51.0605438232422,6.88809882269968 51.026023695204,6.89778951009117 51.0172339545356,6.9033159044054 51.0158159044054,6.90473395453561 51.0102895100912,6.90776604546443 51.0063771565755,6.90833333333336 51.0041666666667,6.90617302788631 51.003549194336,6.90216030544707 51.0006174723308,6.89783969455297 50.9993825276693,6.89382697211374 50.9964508056641,6.89119737413197 50.9952158610026,6.88428175184464 51.0002675374349,6.88271586100263 50.9895063612196,6.87834201388891 50.9840376112196,6.86033969455297 50.9827158610026,6.85585530598961 50.979439968533,6.85354919433596 50.9745307074653,6.85771586100263 50.9688269721137,6.85895080566408 50.9561730278863,6.86188252766929 50.9521603054471,6.86311747233075 50.9436730278863,6.87021586100263 50.9354936387804,6.87083333333336 50.9333333333334,6.83008660210506 50.9327511257596,6.82859937879777 50.9269561767578,6.81182284884985 50.9092288547092,6.80501759847007 50.9074825710721,6.80359937879776 50.9019561767578,6.79640062120228 50.8938771565755,6.79526604546443 50.8894561767578,6.79223395453561 50.8855438232422,6.79109937879777 50.8811228434245,6.78806728786895 50.8772104899089,6.7875 50.875,6.78399454752606 50.8758995903863,6.78333333333336 50.8833333333334)))","2000403090","2001122440","2000023010","2000023010",327.5,327.5,119.5,119.5,"0","0","2","33056","2","23","232","2326","23261","232610","2326107","23261070","232610702","2326107020","23261070200","232610702000"
"MULTIPOLYGON (((7.95833333333337 51.6666666666667,7.95741882324222 51.6702309502496,7.92278951009118 51.6714006212023,7.91887715657555 51.6744327121311,7.91445617675784 51.675567287869,7.90637715657555 51.6827660454644,7.86862284342451 51.6839006212023,7.86471048990888 51.6869327121311,7.85612284342451 51.688067287869,7.85221048990888 51.6910993787978,7.84925333658857 51.6922339545356,7.84280395507816 51.6872353447808,7.8416666666667 51.6916666666667,7.84223395453562 51.7022104899089,7.85481228298614 51.7157631768121,7.86054382324222 51.7172339545356,7.86445617675784 51.7202660454644,7.86887715657555 51.7214006212023,7.87278951009118 51.7244327121311,7.89076097276479 51.7256376478407,7.8916666666667 51.7291666666667,7.90659111870663 51.7288133409289,7.91078694661461 51.7246466742622,7.9607577853733 51.7253533257379,7.96495361328128 51.7295199924045,7.9732577853733 51.7288133409289,7.97745361328128 51.7246466742622,7.98159111870663 51.7253533257379,7.9850755479601 51.7288133409289,7.99409111870663 51.7295199924045,7.9975755479601 51.7329800075955,8.00242445203996 51.7336866590712,8.00590888129343 51.7371466742622,8.02083333333335 51.7375,8.01986558702259 51.7337292141385,8.01471048990887 51.7297339545356,8.00918426513674 51.7283157348633,8.00776604546443 51.7227895100912,8.00359937879776 51.7174133300782,8.0048060099284 51.7009735107422,8.01028951009116 51.6964006212023,8.01471048990887 51.6952660454644,8.0186228434245 51.6922339545356,8.02827928331165 51.6909581502279,8.02973395453561 51.6852895100912,8.03276604546443 51.6813771565756,8.03333333333335 51.6625,8.0329800075955 51.6600755479601,8.02951999240453 51.6565911187066,8.0291666666667 51.6458333333334,8.02278951009118 51.6452660454644,8.01780395507816 51.6414020114475,8.01581590440541 51.6491490681966,8.01028951009118 51.650567287869,8.00637715657555 51.6535993787978,7.98112284342451 51.6547339545356,7.97721048990889 51.6577660454644,7.96862284342451 51.6589006212023,7.96054382324222 51.6660993787978,7.95833333333337 51.6666666666667)))","2000386170","2001117600","2000023010","2000023010",328.4,328.4,74.6,2054.1,"0","0","2","33057","2","23","232","2326","23261","232610","2326102","23261027","232610271","2326102711","23261027110","232610271100"
"MULTIPOLYGON (((7.9375 51.6375,7.93333333333336 51.6375,7.92700636121965 51.6368823581272,7.92169494628909 51.6330022176107,7.92021586100264 51.6228398640951,7.91311747233076 51.614660135905,7.91170586480038 51.6049608018664,7.90200636121965 51.6035490247939,7.89799363878041 51.6006176418729,7.89367302788632 51.5993823581272,7.88836161295576 51.5955022176107,7.88669738769534 51.584068467882,7.8791666666667 51.5833333333334,7.87802937825524 51.5877646552192,7.8729166666667 51.5838021172418,7.86887715657555 51.5869327121311,7.86445617675784 51.588067287869,7.86054382324222 51.5910993787978,7.85501742892798 51.5925175984701,7.85331590440541 51.5991490681966,7.84778951009118 51.600567287869,7.8384195963542 51.6089162190756,7.8375 51.6125,7.83806728786895 51.6147104899089,7.84641621907555 51.6240802341038,7.85318942599829 51.6258185492622,7.85473395453562 51.6301038953993,7.84640062120229 51.6394561767578,7.84498257107208 51.64498240153,7.83945617675784 51.6464006212023,7.83554382324222 51.6494327121311,7.82981126573354 51.6509038289388,7.82859937879777 51.6674133300782,7.83276604546444 51.6727895100912,7.83390062120229 51.6813771565756,7.83693271213111 51.6852895100912,7.8375 51.6875,7.8375 51.6916666666667,7.8416666666667 51.6916666666667,7.84280395507816 51.6872353447808,7.84925333658857 51.6922339545356,7.85221048990888 51.6910993787978,7.85612284342451 51.688067287869,7.86471048990888 51.6869327121311,7.86862284342451 51.6839006212023,7.90637715657555 51.6827660454644,7.91445617675784 51.675567287869,7.91887715657555 51.6744327121311,7.92278951009118 51.6714006212023,7.95741882324222 51.6702309502496,7.95833333333337 51.6666666666667,7.95590888129343 51.6663133409289,7.94619106716583 51.6566218058269,7.94548000759552 51.6517422146268,7.93785332573788 51.6440911187066,7.9375 51.6375)))","2000386370","2001117600","2000023010","2000023010",328.5,328.5,61.4,429.6,"0","0","3","33058","2","23","232","2326","23261","232610","2326102","23261026","232610260","2326102601","23261026010","232610260100"
